"week","store","brand","volume","price","promo","wpr"
69,124,5,7500,0.0483533333333333,0.852666666666667,0.0397933010666667
69,131,5,16025,0.050015600624025,0.947581903276131,0.0425198335101404
69,132,5,9890,0.0500687563195147,0.84732052578362,0.0416717530839232
69,137,5,26455,0.0508489888489888,0.886599886599887,0.0417313631827632
70,5,5,10075,0.0505042183622829,0.496277915632754,0.04145842808933
70,8,5,5010,0.0504590818363274,0.439121756487026,0.0421377323353293
70,14,5,10110,0.0534876360039565,0.454995054401583,0.0415322178041543
70,21,5,4000,0.0517975,0.3375,0.04163897925
70,32,5,9745,0.0540174448435095,0.482298614674192,0.0416483378142637
70,33,5,2590,0.053003861003861,0.772200772200772,0.0450019054054054
70,45,5,3605,0.0498668515950069,0.485436893203884,0.0419992629680999
70,50,5,3545,0.0512976022566996,0.535966149506347,0.0422972510578279
70,52,5,10680,0.0528717228464419,0.454119850187266,0.0410380280898876
70,53,5,3240,0.0540864197530864,0.462962962962963,0.0411354842592593
70,54,5,5540,0.0505108303249097,0.514440433212996,0.0418511225631769
70,56,5,6200,0.0525145161290323,0.379032258064516,0.0420746424193548
70,62,5,10265,0.0540438382854359,0.462737457379445,0.0411456412079883
70,67,5,5100,0.0468392156862745,0.549019607843137,0.0409408129411765
70,70,5,6625,0.0514596226415094,0.460377358490566,0.0420567483773585
70,72,5,4625,0.0529816216216216,0.486486486486487,0.0413467225945946
70,74,5,3740,0.050451871657754,0.401069518716578,0.0405963981283423
70,75,5,1750,0.0538571428571429,0.428571428571429,0.0413950291428571
70,76,5,1065,0.0514929577464789,0.516431924882629,0.0413595070422535
70,77,5,10000,0.0514,0.5,0.0417431112
70,78,5,8820,0.0506292517006803,0.515873015873016,0.0420046700680272
70,80,5,12975,0.0515383429672447,0.408477842003854,0.0414292366088632
70,83,5,4630,0.0503909287257019,0.529157667386609,0.0415795498920086
70,84,5,7545,0.0513134526176276,0.417495029821074,0.0417108726308814
70,86,5,2885,0.0519896013864818,0.346620450606586,0.0425356835355286
70,88,5,4935,0.0494305977710233,0.536980749746707,0.0417489410334346
70,90,5,1655,0.0469788519637462,0.574018126888218,0.0403359486404834
70,91,5,2695,0.0513766233766234,0.315398886827458,0.0407367461966605
70,92,5,5435,0.0504213431462742,0.579576816927323,0.0420736206071757
70,93,5,4745,0.0535932560590095,0.432033719704953,0.041794858166491
70,95,5,1925,0.0534441558441558,0.441558441558442,0.0415273984415584
70,97,5,3200,0.0502375,0.5,0.0414636403125
70,100,5,2145,0.0537902097902098,0.34965034965035,0.0411881314685315
70,101,5,7215,0.0510907830907831,0.45045045045045,0.0414037653499654
70,106,5,4020,0.0488855721393035,0.385572139303483,0.0413330562189055
70,107,5,7005,0.0518929336188437,0.299785867237687,0.0412472059957173
70,111,5,1275,0.0520078431372549,0.549019607843137,0.0404340980392157
70,113,5,4715,0.0509904559915164,0.39236479321315,0.0415469910922587
70,118,5,3960,0.0530050505050505,0.505050505050505,0.0426109159090909
70,119,5,7640,0.0523795811518325,0.353403141361257,0.0416424891361257
70,121,5,9940,0.051476861167002,0.432595573440644,0.0416521623742455
70,122,5,14665,0.0513665189226048,0.497783839072622,0.0422411038527105
70,123,5,3090,0.0542686084142395,0.436893203883495,0.0417267805825243
70,124,5,5775,0.0516311688311688,0.415584415584416,0.0399623923809524
70,131,5,10280,0.0511955252918288,0.530155642023346,0.0421107811284047
70,132,5,7200,0.0505263888888889,0.493055555555556,0.0417520297222222
70,137,5,14060,0.054,0.433854907539118,0.041258702916074
71,5,5,10025,0.0513466334164589,0.418952618453865,0.0415617416458853
71,8,5,4605,0.051656894679696,0.423452768729642,0.0419588058631922
71,14,5,6530,0.0549448698315467,0.390505359877489,0.0417370768759571
71,21,5,4185,0.0529008363201912,0.38231780167264,0.0430835971326165
71,32,5,8070,0.0541995043370508,0.377942998760843,0.0415516078066914
71,33,5,1425,0.0568631578947368,0.350877192982456,0.0427399684210526
71,45,5,4225,0.0516260355029586,0.343195266272189,0.0418884144378698
71,50,5,2300,0.0508652173913043,0.456521739130435,0.0414086556521739
71,52,5,10225,0.0546317848410758,0.352078239608802,0.0414303408312958
71,53,5,2405,0.0549480249480249,0.374220374220374,0.0422910748440748
71,54,5,4635,0.051361380798274,0.507011866235167,0.04266489600863
71,56,5,5020,0.0512908366533865,0.418326693227092,0.0418600601593626
71,62,5,10475,0.0539484486873508,0.420047732696897,0.0411223209546539
71,67,5,3870,0.0508578811369509,0.478036175710594,0.0430899563307494
71,70,5,5520,0.0519800724637681,0.353260869565217,0.0418114713768116
71,72,5,4195,0.0534135876042908,0.452920143027414,0.0415414069129917
71,74,5,3465,0.0513102453102453,0.360750360750361,0.0423981304473304
71,75,5,1520,0.0535789473684211,0.394736842105263,0.0413000164473684
71,76,5,2070,0.0539565217391304,0.314009661835749,0.0420632637681159
71,77,5,7230,0.0514121715076072,0.297372060857538,0.0418079269709544
71,78,5,5635,0.0499094942324756,0.346051464063886,0.0418547948535936
71,80,5,12655,0.0516973528249704,0.331884630580798,0.0414046135914658
71,83,5,4965,0.051901309164149,0.342396777442095,0.0416382797583082
71,84,5,6785,0.0514296241709654,0.338983050847458,0.0415857957258659
71,86,5,2900,0.0526655172413793,0.189655172413793,0.0422253968965517
71,88,5,4020,0.0518134328358209,0.534825870646766,0.0428432995024876
71,90,5,1520,0.0499342105263158,0.197368421052632,0.0405629072368421
71,91,5,3400,0.0509558823529412,0.455882352941176,0.0422125935294118
71,92,5,4070,0.0496486486486486,0.675675675675676,0.0415224918918919
71,93,5,3640,0.0537994505494506,0.425824175824176,0.0411250326923077
71,95,5,845,0.0574082840236686,0.236686390532544,0.0429676118343195
71,97,5,3135,0.0500925039872408,0.398724082934609,0.0412172784688995
71,100,5,2195,0.0529703872437358,0.387243735763098,0.0418329922551253
71,101,5,6945,0.0514845212383009,0.309575233981282,0.0418031373650108
71,106,5,3020,0.0497417218543046,0.447019867549669,0.0414785311258278
71,107,5,8400,0.0530845238095238,0.154761904761905,0.0410894375
71,111,5,250,0.0532,0.4,0.040843188
71,113,5,4550,0.0521846153846154,0.241758241758242,0.0409892017582418
71,118,5,3385,0.0511669128508124,0.428360413589365,0.0419394838995569
71,119,5,6880,0.0507645348837209,0.406976744186047,0.0416637896802326
71,121,5,11310,0.0504518125552608,0.375773651635721,0.041424125994695
71,122,5,13190,0.0516019711902957,0.35253980288097,0.0419073909780137
71,123,5,1940,0.0549329896907216,0.335051546391753,0.042120887628866
71,124,5,4185,0.0538470728793309,0.44205495818399,0.041192240860215
71,131,5,7940,0.0513337531486146,0.42191435768262,0.0423440852644836
71,132,5,7135,0.0522592852137351,0.350385423966363,0.0425038391030133
71,137,5,11660,0.0554536878216124,0.261578044596913,0.0405892119210978
72,5,5,10625,0.0541449411764706,0,0.0414252650352941
72,8,5,6630,0.0534012066365008,0,0.0418311230769231
72,14,5,9200,0.0593608695652174,0,0.0416529919565217
72,21,5,6110,0.0532585924713584,0,0.0418159517184943
72,32,5,8685,0.059517559009787,0,0.0418287917098446
72,33,5,2230,0.0617219730941704,0,0.044416135426009
72,45,5,5150,0.0541514563106796,0,0.0424918933980582
72,50,5,3670,0.0549727520435967,0,0.0423982749318801
72,52,5,11420,0.0594483362521891,0,0.0415120901926445
72,53,5,3690,0.0598834688346883,0,0.0419246349593496
72,54,5,6845,0.0543550036523009,0,0.0418230861943024
72,56,5,6575,0.0534555133079848,0,0.0411597443346008
72,62,5,11885,0.0588472864955827,0,0.0409697522928061
72,67,5,5385,0.0540278551532033,0,0.0419705422469824
72,70,5,5840,0.0534777397260274,0,0.0412230369863014
72,72,5,5090,0.0597819253438114,0,0.0424085581532417
72,74,5,4495,0.0530322580645161,0,0.0413340200222469
72,75,5,2530,0.0574743083003953,0,0.0399442256916996
72,76,5,1460,0.0541712328767123,0,0.0410075273972603
72,77,5,10650,0.0543849765258216,0,0.0420646146478873
72,78,5,8585,0.053849737914968,0,0.0415518912055911
72,80,5,12620,0.0537353407290016,0,0.0415774553090333
72,83,5,5595,0.054266309204647,0,0.0417027249329759
72,84,5,8500,0.0536329411764706,0,0.0418744278823529
72,86,5,3255,0.0529554531490015,0,0.0415353812596006
72,88,5,2575,0.053021359223301,0,0.0418783180582524
72,90,5,1505,0.0520132890365449,0,0.0406892146179402
72,91,5,3625,0.0539972413793103,0,0.0428552124137931
72,92,5,4160,0.0545841346153846,0,0.0417978348557692
72,93,5,4695,0.0595037273695421,0,0.0410597086261981
72,95,5,1280,0.05959375,0,0.041922065625
72,97,5,3540,0.0519858757062147,0,0.0412136048022599
72,100,5,2190,0.0580913242009132,0,0.0414116
72,101,5,7730,0.0540996119016818,0,0.041772328072445
72,106,5,3135,0.0536044657097289,0,0.0420643623604466
72,107,5,9470,0.0533558606124604,0,0.0407839342133052
72,111,5,825,0.0561818181818182,0,0.0405580909090909
72,113,5,4720,0.0549851694915254,0,0.0421885169491525
72,118,5,5035,0.0565521350546177,0,0.042118758490566
72,119,5,8125,0.0525969230769231,0,0.0410895968
72,121,5,13205,0.0525126845891708,0,0.0412743653161681
72,122,5,14230,0.0539915671117358,0,0.0420846515108925
72,123,5,2985,0.059001675041876,0,0.042246951758794
72,124,5,6110,0.0582945990180033,0,0.0411763301145663
72,131,5,11620,0.0544406196213425,0,0.0422232431153184
72,132,5,8765,0.054249857387336,0,0.0422608805476326
72,137,5,14485,0.058967207455989,0,0.0408459067311011
73,5,5,18130,0.0440419194704909,0.339216767788196,0.0390112435190292
73,8,5,13680,0.0438983918128655,0.296052631578947,0.0389630032163743
73,14,5,20260,0.0439022704837118,0.35538005923001,0.0388551758144126
73,21,5,10510,0.0427335870599429,0.242626070409134,0.039217591246432
73,32,5,19470,0.0476127375449409,0.264509501797637,0.0398510467385722
73,33,5,3895,0.0458587933247754,0.385109114249037,0.0409360444159178
73,45,5,9370,0.0420629669156884,0.426894343649947,0.0381593765208111
73,50,5,10245,0.0414133723767692,0.361151781356759,0.0377540927281601
73,52,5,26620,0.0452129977460556,0.349361382419234,0.0386577847483095
73,53,5,12985,0.0423442433577204,0.404312668463612,0.0382371899884482
73,54,5,10870,0.0437930082796688,0.358785648574057,0.0389270054277829
73,56,5,10295,0.0444584749878582,0.301117047110248,0.0391416476930549
73,62,5,21560,0.0455895176252319,0.329313543599258,0.0385704258348794
73,67,5,11515,0.0438862353452019,0.356057316543639,0.0393014191923578
73,70,5,10775,0.0473141531322506,0.14385150812065,0.0399853594431554
73,72,5,14960,0.0431343582887701,0.330882352941176,0.0381752817513369
73,74,5,15095,0.0428764491553495,0.347797283868831,0.0382843246107983
73,75,5,4275,0.0456701754385965,0.327485380116959,0.0387903008187135
73,76,5,5805,0.0412902670111972,0.422049956933678,0.0368715674418605
73,77,5,19195,0.043668663714509,0.31779109143006,0.0391884489189893
73,78,5,20395,0.0427609708261829,0.348124540328512,0.0390656311350821
73,80,5,27240,0.0438836270190896,0.315712187958884,0.0394653345814978
73,83,5,16225,0.0435093990755008,0.508474576271186,0.0390934137442219
73,84,5,21125,0.0426854437869822,0.279289940828402,0.0386563267218935
73,86,5,8575,0.044064139941691,0.291545189504373,0.0391480228571429
73,88,5,11830,0.043876584953508,0.240912933220626,0.038937513271344
73,90,5,4190,0.0435847255369928,0.22673031026253,0.0385063883054893
73,91,5,11620,0.0443201376936317,0.275387263339071,0.0393488590361446
73,92,5,8895,0.0445340078695897,0.297920179876335,0.0393069391793142
73,93,5,7685,0.0487000650618087,0.162654521795706,0.0399363093038386
73,95,5,4410,0.0438140589569161,0.328798185941043,0.0377733217687075
73,97,5,7190,0.0398887343532684,0.45201668984701,0.0353511196105702
73,100,5,6355,0.0447962234461054,0.26750590086546,0.0381701252557042
73,101,5,18260,0.0443592552026287,0.268346111719606,0.0393658298466594
73,106,5,8820,0.042484126984127,0.385487528344671,0.0380169505668934
73,107,5,21635,0.0434924890224174,0.217240582389646,0.0391194052230183
73,111,5,3545,0.0415712270803949,0.423131170662906,0.037930463751763
73,113,5,14940,0.0439879518072289,0.36479250334672,0.0392512725568942
73,118,5,11905,0.0424636707265855,0.394792104157917,0.0382092751784964
73,119,5,12600,0.044465873015873,0.353174603174603,0.0391517131746032
73,121,5,25970,0.0432398921832884,0.277242972660762,0.0386171011166731
73,122,5,22260,0.0459070080862534,0.235849056603774,0.0401864675202156
73,123,5,6915,0.0450455531453362,0.245842371655821,0.0387218079537238
73,124,5,9980,0.0446092184368737,0.350701402805611,0.0377375917835671
73,131,5,21475,0.0440717112922002,0.30500582072177,0.0393686831664726
73,132,5,14905,0.0466836632002684,0.137537739013754,0.0403145109023818
73,137,5,32040,0.0468473782771536,0.240324594257179,0.0391430910424469
74,5,5,10035,0.0473124065769806,0.493273542600897,0.0404354532137519
74,8,5,4975,0.0458050251256281,0.462311557788945,0.0401945724623116
74,14,5,7920,0.0490290404040404,0.404040404040404,0.0402565612373737
74,21,5,4735,0.0480063357972545,0.348468848996832,0.0416613417106653
74,32,5,7725,0.0481527508090615,0.537216828478964,0.0398062117799353
74,33,5,2250,0.0483955555555556,0.466666666666667,0.0426904502222222
74,45,5,3950,0.0463746835443038,0.379746835443038,0.03970172
74,50,5,3180,0.0467798742138365,0.440251572327044,0.0406691811320755
74,52,5,10265,0.0490793960058451,0.49196298100341,0.0398506850462737
74,53,5,3290,0.0456838905775076,0.699088145896657,0.0390300167173252
74,54,5,5820,0.0464879725085911,0.498281786941581,0.0404625087628866
74,56,5,6355,0.0453029110936271,0.535011801730921,0.040289810700236
74,62,5,9465,0.0491463285789752,0.496566296883254,0.039535169360803
74,67,5,7225,0.0466020761245675,0.470588235294118,0.0406235710726644
74,70,5,6100,0.0466295081967213,0.409836065573771,0.0405357975409836
74,72,5,5065,0.0475083909180651,0.493583415597236,0.0401055389930898
74,74,5,4350,0.0475862068965517,0.436781609195402,0.0402791526436782
74,75,5,1930,0.0473056994818653,0.544041450777202,0.0400520937823834
74,76,5,1910,0.0479947643979058,0.287958115183246,0.0400244418848168
74,77,5,8625,0.0462979710144928,0.452173913043478,0.0405690753623188
74,78,5,8260,0.0459600484261501,0.466101694915254,0.0401660168280872
74,80,5,12040,0.0472707641196013,0.42358803986711,0.0405569302325581
74,83,5,5265,0.0458138651471985,0.550807217473884,0.0402044258309592
74,84,5,7340,0.0472370572207085,0.456403269754768,0.0404821216621253
74,86,5,3515,0.0479914651493599,0.327169274537696,0.0409967627311522
74,88,5,4395,0.0450443686006826,0.477815699658703,0.0393761155858931
74,90,5,1140,0.0431315789473684,0.43859649122807,0.0359914947368421
74,91,5,3390,0.0466194690265487,0.427728613569322,0.0410678418879056
74,92,5,6295,0.045428117553614,0.563939634630659,0.0398508384432089
74,93,5,4255,0.0538942420681551,0.199764982373678,0.0420734561692127
74,95,5,1215,0.0520576131687243,0.288065843621399,0.0393533925925926
74,97,5,2785,0.0455260323159785,0.377019748653501,0.0390289795332136
74,100,5,2230,0.0472735426008969,0.403587443946188,0.0399858811659193
74,101,5,5950,0.0487747899159664,0.310924369747899,0.0410002742857143
74,106,5,2980,0.0468120805369127,0.369127516778524,0.0406916006711409
74,107,5,7995,0.0503577235772358,0.24390243902439,0.040923852532833
74,111,5,445,0.0461573033707865,0.449438202247191,0.0390936741573034
74,113,5,4045,0.0486452410383189,0.296662546353523,0.0413399315203956
74,118,5,3725,0.0464134228187919,0.402684563758389,0.0401433779865772
74,119,5,6650,0.0468375939849624,0.421052631578947,0.0408797236090226
74,121,5,10310,0.0483142580019399,0.339476236663434,0.04103416314258
74,122,5,12795,0.0471355998436889,0.449394294646346,0.040733558968347
74,123,5,2310,0.0496580086580087,0.25974025974026,0.0411957164502164
74,124,5,5795,0.0459482312338223,0.552200172562554,0.0385344930112166
74,131,5,8695,0.0482967222541691,0.402530189764232,0.0413540848763657
74,132,5,7160,0.0472583798882682,0.418994413407821,0.0407789696927374
74,137,5,12795,0.0501383352872216,0.449394294646346,0.0401747023837436
75,5,5,10130,0.0541036525172754,0.419545903257651,0.041812206219151
75,8,5,3890,0.0542159383033419,0.51413881748072,0.0426205678663239
75,14,5,8625,0.0572278260869565,0.585507246376812,0.0420128692173913
75,21,5,5230,0.0540803059273423,0.458891013384321,0.0422122554493308
75,32,5,9535,0.0576601992658626,0.456213948610383,0.0417918433141059
75,33,5,1590,0.0580754716981132,0.59748427672956,0.0438449490566038
75,45,5,3090,0.0540064724919094,0.550161812297735,0.0426079394822007
75,50,5,3505,0.0528188302425107,0.513552068473609,0.0417685386590585
75,52,5,10025,0.0581655860349127,0.403990024937656,0.0421459053366584
75,53,5,3255,0.0568018433179723,0.660522273425499,0.0419608497695853
75,54,5,6725,0.054310780669145,0.49814126394052,0.0422420457992565
75,56,5,5225,0.0550373205741627,0.440191387559809,0.0421320453588517
75,62,5,10340,0.0578665377176016,0.444874274661509,0.0418850130560928
75,67,5,5560,0.0529352517985612,0.449640287769784,0.04215215
75,70,5,5830,0.0540994854202401,0.360205831903945,0.0423238653516295
75,72,5,3520,0.0572102272727273,0.582386363636364,0.0421761139204545
75,74,5,3595,0.0548205841446453,0.43115438108484,0.0422956336578581
75,75,5,1610,0.0572546583850932,0.590062111801242,0.0420962726708075
75,76,5,1260,0.052952380952381,0.476190476190476,0.0411525626984127
75,77,5,9240,0.0535725108225108,0.503246753246753,0.0421709081168831
75,78,5,8665,0.0539088286208886,0.467397576457011,0.0422003007501443
75,80,5,11050,0.054420814479638,0.46606334841629,0.0422828790950226
75,83,5,5115,0.054455522971652,0.478983382209189,0.0423642064516129
75,84,5,6960,0.0536752873563218,0.445402298850575,0.041961619683908
75,86,5,2005,0.0539850374064838,0.224438902743142,0.0411174229426434
75,88,5,4425,0.0530870056497175,0.451977401129944,0.0415997950282486
75,90,5,1715,0.0508862973760933,0.524781341107872,0.0402736110787172
75,91,5,3340,0.0537005988023952,0.62874251497006,0.0424321724550898
75,92,5,3090,0.0545825242718447,0.323624595469256,0.0425597184466019
75,93,5,4355,0.0577795637198622,0.447761194029851,0.0419463060849598
75,95,5,1030,0.0564854368932039,0.728155339805825,0.0420124097087379
75,97,5,2865,0.0515287958115183,0.541012216404887,0.0409679787085515
75,100,5,1680,0.0572380952380952,0.386904761904762,0.0419471386904762
75,101,5,5950,0.0543747899159664,0.453781512605042,0.0427490658823529
75,106,5,3340,0.0537425149700599,0.508982035928144,0.0424594508982036
75,107,5,9250,0.0549427027027027,0.345945945945946,0.0421705361081081
75,111,5,715,0.0557902097902098,0.48951048951049,0.0412652867132867
75,113,5,4880,0.0548237704918033,0.327868852459016,0.0421412665983607
75,118,5,4795,0.0550531803962461,0.385818561001043,0.0420458387904067
75,119,5,7805,0.0542075592568866,0.486867392696989,0.0421320834080718
75,121,5,12105,0.0543965303593556,0.429574555968608,0.0422820298223874
75,122,5,12440,0.0546463022508039,0.369774919614148,0.0427659347266881
75,123,5,2490,0.0575903614457831,0.542168674698795,0.0424350168674699
75,124,5,5105,0.0570284035259549,0.352595494613124,0.0416422017629775
75,131,5,8080,0.054164603960396,0.538366336633663,0.0425291681930693
75,132,5,6650,0.0544977443609023,0.488721804511278,0.0422211222556391
75,137,5,11955,0.0590154746967796,0.225846925972397,0.0422209182768716
76,5,5,13985,0.0487465141222739,0.645691812656418,0.0420544627100465
76,8,5,9665,0.0476306259699948,0.635799275737196,0.0417065893429902
76,14,5,14595,0.0489352517985612,0.539225762247345,0.0416668532374101
76,21,5,9230,0.0471267605633803,0.596966413867822,0.0420137154929578
76,32,5,13505,0.0490507219548315,0.550907071455017,0.0417455215105516
76,33,5,1960,0.0551734693877551,0.767857142857143,0.0436762969387755
76,45,5,6700,0.0469223880597015,0.571641791044776,0.0413512832835821
76,50,5,4990,0.0474809619238477,0.512024048096192,0.0409887679358717
76,52,5,17900,0.0483899441340782,0.545530726256983,0.0416424375418994
76,53,5,5740,0.0480243902439024,0.504355400696864,0.0418364595818815
76,54,5,10420,0.0472034548944338,0.604126679462572,0.0418198227447217
76,56,5,9960,0.047566265060241,0.501004016064257,0.041513403815261
76,62,5,25080,0.047433014354067,0.550039872408293,0.0415825185805423
76,67,5,11325,0.0471779249448124,0.555849889624724,0.0418407418101545
76,70,5,8865,0.0474596728708404,0.543147208121827,0.0418434490693739
76,72,5,7900,0.0483164556962025,0.606962025316456,0.0414585778481013
76,74,5,7555,0.0479007279947055,0.615486432825943,0.0416932481800132
76,75,5,2265,0.0484724061810155,0.507726269315673,0.0412311562913907
76,76,5,2700,0.0472481481481481,0.477777777777778,0.0416002659259259
76,77,5,13390,0.0477587752053771,0.628080657206871,0.0418292644510829
76,78,5,14235,0.0473958552862662,0.648050579557429,0.0419291224446786
76,80,5,22140,0.0481549232158988,0.622854561878952,0.0418608275067751
76,83,5,9215,0.047288117200217,0.520347259902333,0.0417149619099295
76,84,5,14055,0.0479509071504803,0.615083600142298,0.0419335202419068
76,86,5,5615,0.0476972395369546,0.544078361531612,0.0417686901157614
76,88,5,7095,0.0474432699083862,0.682170542635659,0.0416961248766737
76,90,5,1500,0.0460266666666667,0.586666666666667,0.0413237773333333
76,91,5,7755,0.0480257898130239,0.6428110896196,0.0420851889103804
76,92,5,7330,0.0482428376534789,0.588676671214188,0.0418809836289222
76,93,5,9275,0.0493142857142857,0.568194070080863,0.0416744115363881
76,95,5,2625,0.0472266666666667,0.603809523809524,0.0417327859047619
76,97,5,5910,0.0465871404399323,0.794416243654822,0.0410596043993232
76,100,5,3965,0.0451071878940731,0.842370744010088,0.0392404481715006
76,101,5,13705,0.0474250273622765,0.599416271433783,0.0416480342940533
76,106,5,4660,0.0473304721030043,0.567596566523605,0.0416797251072961
76,107,5,16945,0.0481900265565063,0.596341103570375,0.0417391851283565
76,111,5,1375,0.0450545454545455,0.927272727272727,0.0400404465454545
76,113,5,7550,0.0477086092715232,0.588741721854305,0.0416096501986755
76,118,5,6950,0.0480374100719424,0.592805755395683,0.0419326126618705
76,119,5,11650,0.0484206008583691,0.618025751072961,0.0418165525321888
76,121,5,19445,0.0482386217536642,0.718950887117511,0.0419514652095654
76,122,5,20545,0.0474310051107325,0.622535896811876,0.0418764244341689
76,123,5,3925,0.0481910828025478,0.575796178343949,0.0415860425477707
76,124,5,7535,0.0491718646317186,0.636363636363636,0.0417916192435302
76,131,5,16285,0.0479318391157507,0.603008903899294,0.0419302569235493
76,132,5,10850,0.0503244239631336,0.635483870967742,0.0423542657142857
76,137,5,24170,0.0487836160529582,0.473314025651634,0.0416979645841953
77,5,5,10485,0.0542708631378159,0.257510729613734,0.0421927258941345
77,8,5,5305,0.0541112158341188,0.245051837888784,0.0421268978322337
77,14,5,8895,0.0579190556492412,0.281056773468241,0.04182193153457
77,21,5,4670,0.0541391862955032,0.203426124197002,0.0425637987152034
77,32,5,8350,0.0580838323353293,0.233532934131737,0.0419579990419162
77,33,5,1650,0.0571272727272727,0.151515151515152,0.0437582654545455
77,45,5,4475,0.0539128491620112,0.23463687150838,0.0421633718435754
77,50,5,3100,0.0533387096774194,0.258064516129032,0.0415973206451613
77,52,5,10350,0.0574859903381643,0.222222222222222,0.0419670337198068
77,53,5,3275,0.0585496183206107,0.0916030534351145,0.0420299792366412
77,54,5,5480,0.0544872262773723,0.218978102189781,0.0421976886861314
77,56,5,5330,0.0548742964352721,0.187617260787992,0.0421306878048781
77,62,5,10565,0.0576668244202556,0.222432560340748,0.0417301188831046
77,67,5,5105,0.0550519098922625,0.107737512242899,0.0421869857002938
77,70,5,6175,0.0538445344129555,0.242914979757085,0.0421771423481781
77,72,5,3860,0.0574041450777202,0.310880829015544,0.0421329582901554
77,74,5,3040,0.0544177631578947,0.197368421052632,0.0419424328947368
77,75,5,1390,0.0585323741007194,0.179856115107914,0.0419186438848921
77,76,5,1445,0.0545121107266436,0.242214532871972,0.041893244982699
77,77,5,9060,0.0545949227373068,0.209713024282561,0.0421788249448124
77,78,5,8935,0.0538903189703414,0.235030777839955,0.0417089181869054
77,80,5,11580,0.0543549222797927,0.207253886010363,0.0421246253022452
77,83,5,6470,0.0543802163833076,0.293663060278207,0.0420227639876352
77,84,5,7730,0.0542069857697283,0.278137128072445,0.0420743833117723
77,86,5,1995,0.054922305764411,0.075187969924812,0.042507350877193
77,88,5,4190,0.0540310262529833,0.334128878281623,0.0419588443914081
77,90,5,1540,0.0537792207792208,0.0974025974025974,0.0413403642857143
77,91,5,2365,0.054431289640592,0.25369978858351,0.0424067868921776
77,92,5,4270,0.0538454332552693,0.245901639344262,0.0424143861826698
77,93,5,5135,0.0582336903602726,0.253164556962025,0.0419724253164557
77,95,5,1335,0.0568614232209738,0.262172284644195,0.0417067610486891
77,97,5,4195,0.0531013110846245,0.417163289630513,0.0418551752085816
77,100,5,2635,0.0570891840607211,0.284629981024668,0.0416320819734345
77,101,5,6590,0.0546676783004552,0.151745068285281,0.042104104400607
